GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Modul glowny aplikacji - klasa Main z metoda main,pl.edu.agh.kis.pz1,Main,34,112,4,4,9,24,4,5,2,3
